hour_beginning,pedestrians,to_manhattan,to_brooklyn,weather_summary,temperature,precipitation,events
2018-02-20 02:00:00,5,3,2,fog,46.0,0.0002,
2018-02-20 03:00:00,4,2,2,cloudy,46.0,0.0,
2018-02-20 04:00:00,4,3,1,cloudy,47.0,0.0016,
2018-02-20 05:00:00,26,17,9,cloudy,47.0,0.0,
2018-02-20 06:00:00,108,74,34,fog,47.0,0.0,
2018-02-20 07:00:00,178,59,119,fog,48.0,0.0,
2018-02-20 08:00:00,232,77,155,fog,48.0,0.0,
2018-02-20 09:00:00,354,177,177,cloudy,49.0,0.0,
2018-02-20 10:00:00,849,494,355,cloudy,51.0,0.0006,
2018-02-20 11:00:00,1149,633,516,cloudy,52.0,0.0,
2018-02-20 12:00:00,1425,698,727,cloudy,56.0,0.0,
2018-02-20 13:00:00,1567,719,848,partly-cloudy-day,59.0,0.0,
2018-02-20 14:00:00,1661,746,915,clear-day,62.0,0.0,
2018-02-20 15:00:00,1747,811,936,clear-day,64.0,0.0,
2018-02-20 16:00:00,1912,1003,909,clear-day,66.0,0.0,
2018-02-20 17:00:00,1753,924,829,clear-day,65.0,0.0,
2018-02-20 18:00:00,995,476,519,clear-night,63.0,0.0,
2018-02-20 19:00:00,574,326,248,clear-night,60.0,0.0,
2018-02-20 20:00:00,416,249,167,clear-night,57.0,0.0,
2018-02-20 21:00:00,195,108,87,clear-night,57.0,0.0,
2018-02-20 22:00:00,138,66,72,clear-night,58.0,0.0,
2018-02-20 23:00:00,62,42,20,clear-night,57.0,0.0,
2018-02-21 00:00:00,39,18,21,partly-cloudy-night,57.0,0.0,
2018-02-21 01:00:00,4,3,1,partly-cloudy-night,55.0,0.0,
2018-02-21 02:00:00,6,4,2,partly-cloudy-night,54.0,0.0,
2018-02-21 03:00:00,5,0,5,partly-cloudy-night,53.0,0.0,
2018-02-21 04:00:00,5,3,2,cloudy,52.0,0.0,
2018-02-21 05:00:00,18,11,7,cloudy,56.0,0.0,
2018-02-21 06:00:00,101,51,50,cloudy,56.0,0.0,
2018-02-21 07:00:00,231,106,125,cloudy,58.0,0.0,
2018-02-21 08:00:00,325,104,221,cloudy,58.0,0.0,
2018-02-21 09:00:00,456,200,256,cloudy,59.0,0.0,
2018-02-21 10:00:00,787,448,339,partly-cloudy-day,62.0,0.0,
2018-02-21 11:00:00,1273,726,547,partly-cloudy-day,64.0,0.0,
2018-02-21 12:00:00,1559,745,814,clear-day,69.0,0.0,
2018-02-21 13:00:00,1743,836,907,clear-day,71.0,0.0,
2018-02-21 14:00:00,1804,883,921,clear-day,73.0,0.0,
2018-02-21 15:00:00,1807,848,959,clear-day,75.0,0.0,
2018-02-21 16:00:00,1952,997,955,clear-day,75.0,0.0,
2018-02-21 17:00:00,2131,1090,1041,clear-day,75.0,0.0,
2018-02-21 18:00:00,1250,580,670,clear-night,72.0,0.0,
2018-02-21 19:00:00,783,428,355,clear-night,70.0,0.0001,
2018-02-21 20:00:00,407,240,167,partly-cloudy-night,65.0,0.0106,
2018-02-21 21:00:00,215,151,64,rain,62.0,0.034,
2018-02-21 22:00:00,164,113,51,cloudy,59.0,0.021,
2018-02-21 23:00:00,140,112,28,cloudy,59.0,0.0019,
2018-02-22 00:00:00,33,19,14,cloudy,57.0,0.0,
2018-02-22 01:00:00,24,7,17,cloudy,56.0,0.0,
2018-02-22 02:00:00,8,6,2,cloudy,54.0,0.0,
2018-02-22 03:00:00,11,6,5,cloudy,52.0,0.0,
2018-02-22 04:00:00,8,7,1,cloudy,50.0,0.001,
2018-02-22 05:00:00,20,10,10,cloudy,48.0,0.0144,
2018-02-22 06:00:00,67,32,35,cloudy,46.0,0.016,
2018-02-22 07:00:00,105,38,67,cloudy,45.0,0.0009,
2018-02-22 08:00:00,192,60,132,partly-cloudy-day,44.0,0.0046,
2018-02-22 09:00:00,254,108,146,partly-cloudy-day,44.0,0.0135,
2018-02-22 10:00:00,551,285,266,partly-cloudy-day,44.0,0.0021,
2018-02-22 11:00:00,553,313,240,partly-cloudy-day,44.0,0.0015,
2018-02-22 12:00:00,711,364,347,partly-cloudy-day,44.0,0.0004,
2018-02-22 13:00:00,663,249,414,partly-cloudy-day,43.0,0.0013,
2018-02-22 14:00:00,533,260,273,partly-cloudy-day,42.0,0.0066,
2018-02-22 15:00:00,440,214,226,partly-cloudy-day,40.0,0.018,
2018-02-22 16:00:00,292,116,176,rain,39.0,0.0268,
2018-02-22 17:00:00,187,99,88,rain,38.0,0.0459,
2018-02-22 18:00:00,169,137,32,partly-cloudy-night,38.0,0.0225,
2018-02-22 19:00:00,107,79,28,partly-cloudy-night,38.0,0.002,
2018-02-22 20:00:00,213,169,44,partly-cloudy-night,38.0,0.0011,
2018-02-22 21:00:00,134,96,38,partly-cloudy-night,38.0,0.0003,
2018-02-22 22:00:00,151,124,27,partly-cloudy-night,37.0,0.0,
2018-02-22 23:00:00,60,46,14,partly-cloudy-night,38.0,0.0,
2018-02-23 00:00:00,20,10,10,partly-cloudy-night,37.0,0.0,
2018-02-23 01:00:00,10,5,5,cloudy,37.0,0.0,
2018-02-23 02:00:00,7,4,3,cloudy,36.0,0.0,
2018-02-23 03:00:00,2,1,1,cloudy,36.0,0.0,
2018-02-23 04:00:00,2,0,2,partly-cloudy-night,36.0,0.0002,
2018-02-23 05:00:00,19,15,4,partly-cloudy-night,36.0,0.0,
2018-02-23 06:00:00,69,30,39,partly-cloudy-night,36.0,0.0,
2018-02-23 07:00:00,126,59,67,partly-cloudy-day,36.0,0.0,
2018-02-23 08:00:00,177,62,115,cloudy,36.0,0.0001,
2018-02-23 09:00:00,257,117,140,cloudy,37.0,0.0,
2018-02-23 10:00:00,398,219,179,cloudy,37.0,0.0025,
2018-02-23 11:00:00,650,334,316,partly-cloudy-day,37.0,0.0063,
2018-02-23 12:00:00,736,386,350,partly-cloudy-day,38.0,0.0046,
2018-02-23 13:00:00,806,387,419,partly-cloudy-day,38.0,0.0018,
2018-02-23 14:00:00,767,368,399,partly-cloudy-day,39.0,0.0023,
2018-02-23 15:00:00,785,364,421,partly-cloudy-day,38.0,0.0057,
2018-02-23 16:00:00,692,319,373,cloudy,39.0,0.0067,
2018-02-23 17:00:00,468,253,215,cloudy,38.0,0.0051,
2018-02-23 18:00:00,148,109,39,cloudy,39.0,0.019,
2018-02-23 19:00:00,75,53,22,rain,39.0,0.0301,
2018-02-23 20:00:00,68,38,30,partly-cloudy-night,39.0,0.0015,
2018-02-23 21:00:00,59,42,17,cloudy,39.0,0.0003,
2018-02-23 22:00:00,48,31,17,cloudy,39.0,0.0009,
2018-02-23 23:00:00,43,30,13,cloudy,39.0,0.0,
2018-02-24 00:00:00,8,6,2,cloudy,40.0,0.0,
2018-02-24 01:00:00,9,7,2,partly-cloudy-night,41.0,0.0,
2018-02-24 02:00:00,7,6,1,partly-cloudy-night,42.0,0.0,
2018-02-24 03:00:00,0,0,0,partly-cloudy-night,42.0,0.0,
2018-02-24 04:00:00,6,3,3,partly-cloudy-night,42.0,0.0,
2018-02-24 05:00:00,7,5,2,partly-cloudy-night,42.0,0.0,
2018-02-24 06:00:00,37,27,10,partly-cloudy-night,42.0,0.0,
2018-02-24 07:00:00,98,48,50,partly-cloudy-day,43.0,0.0,
2018-02-24 08:00:00,213,128,85,partly-cloudy-day,45.0,0.0,
2018-02-24 09:00:00,648,345,303,clear-day,47.0,0.0,
2018-02-24 10:00:00,1320,751,569,clear-day,50.0,0.0,
2018-02-24 11:00:00,1821,935,886,cloudy,52.0,0.0,
2018-02-24 12:00:00,2127,1012,1115,partly-cloudy-day,52.0,0.0002,
2018-02-24 13:00:00,2047,897,1150,partly-cloudy-day,52.0,0.0003,
2018-02-24 14:00:00,1977,865,1112,partly-cloudy-day,52.0,0.0002,
2018-02-24 15:00:00,1165,469,696,partly-cloudy-day,51.0,0.0002,
2018-02-24 16:00:00,794,408,386,partly-cloudy-day,47.0,0.014,
2018-02-24 17:00:00,800,377,423,partly-cloudy-day,46.0,0.0088,
2018-02-24 18:00:00,451,279,172,partly-cloudy-night,46.0,0.0084,
2018-02-24 19:00:00,241,143,98,cloudy,46.0,0.0026,
2018-02-24 20:00:00,116,65,51,partly-cloudy-night,45.0,0.0059,
2018-02-24 21:00:00,84,65,19,partly-cloudy-night,45.0,0.0032,
2018-02-24 22:00:00,107,102,5,partly-cloudy-night,44.0,0.0031,
2018-02-24 23:00:00,99,90,9,partly-cloudy-night,44.0,0.003,
2018-02-25 00:00:00,96,89,7,partly-cloudy-night,43.0,0.0018,
2018-02-25 01:00:00,10,4,6,partly-cloudy-night,43.0,0.0,
2018-02-25 02:00:00,9,7,2,partly-cloudy-night,43.0,0.0001,
2018-02-25 03:00:00,7,5,2,partly-cloudy-night,43.0,0.0,
2018-02-25 04:00:00,2,0,2,partly-cloudy-night,42.0,0.0193,
2018-02-25 05:00:00,2,1,1,rain,42.0,0.1129,
2018-02-25 06:00:00,6,4,2,rain,42.0,0.4543,
2018-02-25 07:00:00,17,10,7,rain,42.0,0.3316,
2018-02-25 08:00:00,39,20,19,rain,41.0,0.0772,
2018-02-25 09:00:00,113,72,41,rain,41.0,0.0429,
2018-02-25 10:00:00,314,170,144,rain,42.0,0.0384,
2018-02-25 11:00:00,249,146,103,rain,42.0,0.0448,
2018-02-25 12:00:00,421,204,217,rain,42.0,0.0344,
2018-02-25 13:00:00,509,265,244,partly-cloudy-day,42.0,0.0065,
2018-02-25 14:00:00,773,431,342,partly-cloudy-day,42.0,0.0023,
2018-02-25 15:00:00,873,444,429,partly-cloudy-day,42.0,0.0018,
2018-02-25 16:00:00,885,467,418,cloudy,42.0,0.0,
2018-02-25 17:00:00,751,378,373,cloudy,42.0,0.0022,
2018-02-25 18:00:00,268,147,121,cloudy,42.0,0.0006,
2018-02-25 19:00:00,210,125,85,cloudy,42.0,0.0003,
2018-02-25 20:00:00,141,63,78,cloudy,43.0,0.0001,
2018-02-25 21:00:00,78,37,41,cloudy,42.0,0.0,
2018-02-25 22:00:00,60,30,30,cloudy,42.0,0.0,
2018-02-25 23:00:00,31,18,13,partly-cloudy-night,42.0,0.0,
2018-02-26 00:00:00,14,7,7,partly-cloudy-night,42.0,0.0,
2018-02-26 01:00:00,8,4,4,partly-cloudy-night,42.0,0.0,
2018-02-26 02:00:00,4,1,3,partly-cloudy-night,43.0,0.0,
2018-02-26 03:00:00,4,3,1,partly-cloudy-night,42.0,0.0,
2018-02-26 04:00:00,5,3,2,clear-night,42.0,0.0,
2018-02-26 05:00:00,19,13,6,clear-night,42.0,0.0,
2018-02-26 06:00:00,85,45,40,clear-night,43.0,0.0003,
2018-02-26 07:00:00,157,64,93,clear-day,44.0,0.0,
2018-02-26 08:00:00,329,131,198,clear-day,44.0,0.0,
2018-02-26 09:00:00,417,182,235,clear-day,44.0,0.0,
2018-02-26 10:00:00,808,462,346,partly-cloudy-day,44.0,0.0,
2018-02-26 11:00:00,1517,801,716,partly-cloudy-day,45.0,0.0,
2018-02-26 12:00:00,1342,585,757,partly-cloudy-day,46.0,0.0,
2018-02-26 13:00:00,1224,583,641,partly-cloudy-day,47.0,0.0,
2018-02-26 14:00:00,1442,753,689,clear-day,49.0,0.0,
2018-02-26 15:00:00,1433,746,687,clear-day,50.0,0.0,
2018-02-26 16:00:00,1584,830,754,clear-day,51.0,0.0025,
2018-02-26 17:00:00,1423,857,566,clear-day,50.0,0.0,
2018-02-26 18:00:00,811,404,407,clear-night,49.0,0.0,
2018-02-26 19:00:00,401,255,146,clear-night,46.0,0.0,
2018-02-26 20:00:00,283,185,98,clear-night,44.0,0.0018,
2018-02-26 21:00:00,132,75,57,clear-night,44.0,0.0,
2018-02-26 22:00:00,127,52,75,clear-night,43.0,0.0,
2018-02-26 23:00:00,74,20,54,clear-night,42.0,0.0,
2018-02-27 00:00:00,27,10,17,clear-night,42.0,0.0,
2018-02-27 01:00:00,9,8,1,clear-night,41.0,0.0,
2018-02-27 02:00:00,4,2,2,clear-night,40.0,0.0,
2018-02-27 03:00:00,3,0,3,clear-night,39.0,0.0,
2018-02-27 04:00:00,2,1,1,clear-night,38.0,0.0,
2018-02-27 05:00:00,28,16,12,clear-night,37.0,0.0,
2018-02-27 06:00:00,97,49,48,clear-night,37.0,0.0,
2018-02-27 07:00:00,196,90,106,clear-day,37.0,0.0,
2018-02-27 08:00:00,320,127,193,clear-day,40.0,0.0,
2018-02-27 09:00:00,448,235,213,clear-day,43.0,0.0024,
2018-02-27 10:00:00,888,478,410,clear-day,46.0,0.0,
2018-02-27 11:00:00,1065,500,565,clear-day,48.0,0.0007,
2018-02-27 12:00:00,1177,554,623,clear-day,51.0,0.0019,
2018-02-27 13:00:00,1343,600,743,clear-day,53.0,0.0016,
2018-02-27 14:00:00,1498,650,848,clear-day,54.0,0.0,
2018-02-27 15:00:00,1402,715,687,clear-day,55.0,0.0,
2018-02-27 16:00:00,1485,680,805,clear-day,54.0,0.0024,
2018-02-27 17:00:00,1264,637,627,clear-day,52.0,0.0,
2018-02-27 18:00:00,796,414,382,clear-night,49.0,0.0,
2018-02-27 19:00:00,398,265,133,clear-night,46.0,0.0,
2018-02-27 20:00:00,269,188,81,clear-night,46.0,0.0,
2018-02-27 21:00:00,199,148,51,clear-night,44.0,0.0,
2018-02-27 22:00:00,82,52,30,clear-night,44.0,0.0,
2018-02-27 23:00:00,36,20,16,clear-night,43.0,0.0,
2018-02-28 00:00:00,7,0,7,clear-night,42.0,0.0,
2018-02-28 01:00:00,14,7,7,clear-night,41.0,0.0,
2018-02-28 02:00:00,4,2,2,clear-night,41.0,0.0,
2018-02-28 03:00:00,1,0,1,clear-night,40.0,0.0,
2018-02-28 04:00:00,13,9,4,clear-night,40.0,0.0,
2018-02-28 05:00:00,20,10,10,clear-night,39.0,0.0,
2018-02-28 06:00:00,123,74,49,clear-night,38.0,0.0,
2018-02-28 07:00:00,177,70,107,clear-day,38.0,0.0,
2018-02-28 08:00:00,351,120,231,clear-day,40.0,0.0046,
2018-02-28 09:00:00,415,207,208,clear-day,42.0,0.0013,
2018-02-28 10:00:00,644,348,296,clear-day,46.0,0.0,
2018-02-28 11:00:00,994,457,537,clear-day,48.0,0.001,
2018-02-28 12:00:00,1031,424,607,clear-day,51.0,0.0,
2018-02-28 13:00:00,1089,551,538,clear-day,54.0,0.0055,
2018-02-28 14:00:00,1149,572,577,clear-day,58.0,0.0,
2018-02-28 15:00:00,1092,525,567,clear-day,59.0,0.0,
2018-02-28 16:00:00,1178,560,618,clear-day,60.0,0.0,
2018-02-28 17:00:00,1233,651,582,clear-day,58.0,0.0,
2018-02-28 18:00:00,782,368,414,clear-night,55.0,0.0,
2018-02-28 19:00:00,435,250,185,clear-night,53.0,0.0,
2018-02-28 20:00:00,346,228,118,clear-night,53.0,0.0,
2018-02-28 21:00:00,156,91,65,partly-cloudy-night,53.0,0.0,
2018-02-28 22:00:00,90,53,37,partly-cloudy-night,53.0,0.0,
2018-02-28 23:00:00,104,64,40,partly-cloudy-night,52.0,0.0,
2018-03-01 00:00:00,35,22,13,partly-cloudy-night,52.0,0.0,
2018-03-01 01:00:00,9,2,7,partly-cloudy-night,51.0,0.0,
2018-03-01 02:00:00,6,3,3,partly-cloudy-night,50.0,0.0,
2018-03-01 03:00:00,11,8,3,partly-cloudy-night,49.0,0.0,
2018-03-01 04:00:00,5,3,2,clear-night,47.0,0.0,
2018-03-01 05:00:00,28,14,14,clear-night,46.0,0.0,
2018-03-01 06:00:00,106,53,53,clear-night,46.0,0.0,
2018-03-01 07:00:00,169,84,85,clear-day,45.0,0.0,
2018-03-01 08:00:00,276,90,186,clear-day,46.0,0.0,
2018-03-01 09:00:00,353,171,182,clear-day,49.0,0.0,
2018-03-01 10:00:00,521,292,229,clear-day,54.0,0.0,
2018-03-01 11:00:00,764,413,351,clear-day,56.0,0.0008,
2018-03-01 12:00:00,961,465,496,clear-day,57.0,0.0,
2018-03-01 13:00:00,907,399,508,clear-day,57.0,0.0,
2018-03-01 14:00:00,1008,467,541,clear-day,58.0,0.0,
2018-03-01 15:00:00,971,471,500,clear-day,56.0,0.0,
2018-03-01 16:00:00,1182,543,639,clear-day,55.0,0.0018,
2018-03-01 17:00:00,832,431,401,clear-day,54.0,0.0,
2018-03-01 18:00:00,548,344,204,partly-cloudy-night,53.0,0.0,
2018-03-01 19:00:00,259,142,117,partly-cloudy-night,52.0,0.0,
2018-03-01 20:00:00,131,94,37,partly-cloudy-night,50.0,0.0,
2018-03-01 21:00:00,23,16,7,partly-cloudy-night,48.0,0.0026,
2018-03-01 22:00:00,18,15,3,rain,45.0,0.0661,
2018-03-01 23:00:00,13,11,2,rain,44.0,0.2712,
2018-03-02 00:00:00,1,0,1,rain,44.0,0.0819,
2018-03-02 01:00:00,0,0,0,rain,43.0,0.0865,
2018-03-02 02:00:00,0,0,0,rain,43.0,0.2612,
2018-03-02 03:00:00,3,1,2,rain,42.0,0.3027,
2018-03-02 04:00:00,0,0,0,rain,43.0,0.1125,
2018-03-02 05:00:00,3,2,1,rain,41.0,0.0828,
2018-03-02 06:00:00,16,11,5,rain,39.0,0.0444,
2018-03-02 07:00:00,18,7,11,rain,37.0,0.055,
2018-03-02 08:00:00,41,16,25,rain,36.0,0.0661,
2018-03-02 09:00:00,44,18,26,rain,35.0,0.291,
2018-03-02 10:00:00,51,28,23,rain,35.0,0.1035,
2018-03-02 11:00:00,58,28,30,rain,36.0,0.0797,
2018-03-02 12:00:00,53,28,25,rain,36.0,0.0821,
2018-03-02 13:00:00,22,8,14,rain,36.0,0.0923,
2018-03-02 14:00:00,39,24,15,rain,36.0,0.0655,
2018-03-02 15:00:00,18,12,6,rain,35.0,0.0343,
2018-03-02 16:00:00,39,26,13,rain,35.0,0.0285,
2018-03-02 17:00:00,46,31,15,partly-cloudy-day,34.0,0.0231,
2018-03-02 18:00:00,33,31,2,rain,34.0,0.2134,
2018-03-02 19:00:00,14,13,1,partly-cloudy-night,34.0,0.0204,
2018-03-02 20:00:00,13,8,5,partly-cloudy-night,35.0,0.0085,
2018-03-02 21:00:00,16,9,7,partly-cloudy-night,35.0,0.0024,
2018-03-02 22:00:00,14,5,9,partly-cloudy-night,36.0,0.0011,
2018-03-02 23:00:00,11,4,7,partly-cloudy-night,36.0,0.0006,
2018-03-03 00:00:00,16,10,6,partly-cloudy-night,36.0,0.0004,
2018-03-03 01:00:00,8,2,6,partly-cloudy-night,36.0,0.0,
2018-03-03 02:00:00,0,0,0,partly-cloudy-night,36.0,0.0,
2018-03-03 03:00:00,3,2,1,partly-cloudy-night,36.0,0.0001,
2018-03-03 04:00:00,2,1,1,partly-cloudy-night,36.0,0.0008,
2018-03-03 05:00:00,4,0,4,partly-cloudy-night,36.0,0.0,
2018-03-03 06:00:00,26,11,15,partly-cloudy-night,37.0,0.0,
2018-03-03 07:00:00,75,36,39,partly-cloudy-day,37.0,0.0,
2018-03-03 08:00:00,188,94,94,clear-day,37.0,0.0,
2018-03-03 09:00:00,488,285,203,clear-day,38.0,0.0001,
2018-03-03 10:00:00,1022,503,519,clear-day,41.0,0.005,
2018-03-03 11:00:00,1480,746,734,clear-day,43.0,0.005,
2018-03-03 12:00:00,1665,786,879,clear-day,45.0,0.0063,
2018-03-03 13:00:00,1945,893,1052,clear-day,46.0,0.0059,
2018-03-03 14:00:00,1981,990,991,clear-day,45.0,0.004,
2018-03-03 15:00:00,2147,990,1157,partly-cloudy-day,46.0,0.003,
2018-03-03 16:00:00,1852,844,1008,partly-cloudy-day,45.0,0.0025,
2018-03-03 17:00:00,1462,722,740,partly-cloudy-day,43.0,0.0011,
2018-03-03 18:00:00,754,337,417,partly-cloudy-night,42.0,0.0008,
2018-03-03 19:00:00,403,178,225,cloudy,42.0,0.0007,
2018-03-03 20:00:00,208,102,106,cloudy,41.0,0.0003,
2018-03-03 21:00:00,120,52,68,partly-cloudy-night,41.0,0.0005,
2018-03-03 22:00:00,70,39,31,partly-cloudy-night,41.0,0.0002,
2018-03-03 23:00:00,100,72,28,partly-cloudy-night,41.0,0.0005,
2018-03-04 00:00:00,36,26,10,cloudy,40.0,0.0002,
2018-03-04 01:00:00,21,10,11,partly-cloudy-night,40.0,0.0001,
2018-03-04 02:00:00,12,9,3,partly-cloudy-night,40.0,0.0,
2018-03-04 03:00:00,7,6,1,partly-cloudy-night,39.0,0.0,
2018-03-04 04:00:00,4,0,4,partly-cloudy-night,40.0,0.0001,
2018-03-04 05:00:00,7,5,2,partly-cloudy-night,39.0,0.0001,
2018-03-04 06:00:00,50,34,16,cloudy,39.0,0.0003,
2018-03-04 07:00:00,96,44,52,cloudy,39.0,0.0001,
2018-03-04 08:00:00,190,100,90,cloudy,39.0,0.0,
2018-03-04 09:00:00,584,371,213,cloudy,40.0,0.0001,
2018-03-04 10:00:00,888,505,383,cloudy,41.0,0.0001,
2018-03-04 11:00:00,1380,674,706,partly-cloudy-day,41.0,0.0002,
2018-03-04 12:00:00,1363,670,693,partly-cloudy-day,42.0,0.0002,
2018-03-04 13:00:00,1648,775,873,partly-cloudy-day,42.0,0.0002,
2018-03-04 14:00:00,1643,733,910,partly-cloudy-day,42.0,0.0003,
2018-03-04 15:00:00,1684,825,859,partly-cloudy-day,43.0,0.0002,
2018-03-04 16:00:00,1652,757,895,partly-cloudy-day,43.0,0.0,
2018-03-04 17:00:00,1439,628,811,partly-cloudy-day,42.0,0.0001,
2018-03-04 18:00:00,840,339,501,partly-cloudy-night,39.0,0.0,
2018-03-04 19:00:00,405,238,167,partly-cloudy-night,38.0,0.0,
2018-03-04 20:00:00,200,130,70,partly-cloudy-night,36.0,0.0,
2018-03-04 21:00:00,107,50,57,partly-cloudy-night,35.0,0.0,
2018-03-04 22:00:00,46,22,24,clear-night,34.0,0.0,
2018-03-04 23:00:00,30,16,14,partly-cloudy-night,33.0,0.0,
2018-03-05 00:00:00,9,4,5,partly-cloudy-night,33.0,0.0,
2018-03-05 01:00:00,13,7,6,partly-cloudy-night,33.0,0.0,
2018-03-05 02:00:00,1,0,1,partly-cloudy-night,33.0,0.0,
2018-03-05 03:00:00,0,0,0,partly-cloudy-night,33.0,0.0,
2018-03-05 04:00:00,4,2,2,partly-cloudy-night,33.0,0.0,
2018-03-05 05:00:00,11,7,4,partly-cloudy-night,33.0,0.0,
2018-03-05 06:00:00,64,33,31,partly-cloudy-night,33.0,0.0,
2018-03-05 07:00:00,123,57,66,partly-cloudy-day,33.0,0.0,
2018-03-05 08:00:00,261,101,160,clear-day,35.0,0.0,
2018-03-05 09:00:00,433,227,206,partly-cloudy-day,37.0,0.0,
2018-03-05 10:00:00,801,424,377,partly-cloudy-day,39.0,0.0,
2018-03-05 11:00:00,1301,639,662,partly-cloudy-day,40.0,0.0,
2018-03-05 12:00:00,1258,593,665,partly-cloudy-day,40.0,0.0,
2018-03-05 13:00:00,1208,556,652,partly-cloudy-day,40.0,0.0,
2018-03-05 14:00:00,1323,600,723,cloudy,41.0,0.0,
2018-03-05 15:00:00,1287,576,711,cloudy,41.0,0.0,
2018-03-05 16:00:00,1151,539,612,cloudy,42.0,0.0,
2018-03-05 17:00:00,1275,681,594,cloudy,42.0,0.002,
2018-03-05 18:00:00,817,419,398,partly-cloudy-night,40.0,0.0,
2018-03-05 19:00:00,319,158,161,partly-cloudy-night,39.0,0.0,
2018-03-05 20:00:00,181,72,109,clear-night,38.0,0.0,
2018-03-05 21:00:00,100,48,52,clear-night,37.0,0.0,
2018-03-05 22:00:00,49,24,25,clear-night,36.0,0.0,
2018-03-05 23:00:00,43,20,23,clear-night,35.0,0.0,
2018-03-06 00:00:00,11,5,6,clear-night,35.0,0.0,
2018-03-06 01:00:00,3,2,1,clear-night,34.0,0.0,
2018-03-06 02:00:00,4,2,2,clear-night,34.0,0.0,
2018-03-06 03:00:00,9,4,5,clear-night,33.0,0.0,
2018-03-06 04:00:00,4,1,3,clear-night,32.0,0.0,
2018-03-06 05:00:00,18,10,8,clear-night,32.0,0.0,
2018-03-06 06:00:00,105,64,41,clear-night,31.0,0.0,
2018-03-06 07:00:00,153,72,81,clear-day,32.0,0.0,
2018-03-06 08:00:00,265,90,175,clear-day,36.0,0.0,
2018-03-06 09:00:00,468,254,214,clear-day,39.0,0.0,
2018-03-06 10:00:00,871,534,337,clear-day,40.0,0.0,
2018-03-06 11:00:00,1240,527,713,clear-day,42.0,0.0,
2018-03-06 12:00:00,1211,557,654,clear-day,44.0,0.0,
2018-03-06 13:00:00,1482,620,862,clear-day,44.0,0.0,
2018-03-06 14:00:00,1364,639,725,clear-day,44.0,0.0,
2018-03-06 15:00:00,1527,726,801,clear-day,44.0,0.0,
2018-03-06 16:00:00,1573,762,811,clear-day,43.0,0.0,
2018-03-06 17:00:00,1391,603,788,partly-cloudy-day,41.0,0.0,
2018-03-06 18:00:00,759,364,395,partly-cloudy-night,40.0,0.0,
2018-03-06 19:00:00,321,185,136,partly-cloudy-night,39.0,0.0,
2018-03-06 20:00:00,272,187,85,partly-cloudy-night,39.0,0.0,
2018-03-06 21:00:00,190,129,61,partly-cloudy-night,39.0,0.0,
2018-03-06 22:00:00,109,94,15,partly-cloudy-night,39.0,0.0,
2018-03-06 23:00:00,18,13,5,partly-cloudy-night,39.0,0.0,
2018-03-07 00:00:00,20,15,5,partly-cloudy-night,38.0,0.0,
2018-03-07 01:00:00,3,1,2,partly-cloudy-night,37.0,0.0,
2018-03-07 02:00:00,0,0,0,partly-cloudy-night,36.0,0.0038,
2018-03-07 03:00:00,0,0,0,partly-cloudy-night,34.0,0.013,
2018-03-07 04:00:00,1,0,1,partly-cloudy-night,34.0,0.0151,
2018-03-07 05:00:00,13,0,13,partly-cloudy-night,34.0,0.0079,
2018-03-07 06:00:00,29,14,15,partly-cloudy-night,34.0,0.0041,
2018-03-07 07:00:00,57,16,41,partly-cloudy-day,34.0,0.0052,
2018-03-07 08:00:00,80,28,52,partly-cloudy-day,35.0,0.0073,
2018-03-07 09:00:00,105,54,51,partly-cloudy-day,35.0,0.0075,
2018-03-07 10:00:00,203,99,104,partly-cloudy-day,36.0,0.0139,
2018-03-07 11:00:00,208,86,122,partly-cloudy-day,36.0,0.0176,
2018-03-07 12:00:00,89,47,42,partly-cloudy-day,35.0,0.0199,
2018-03-07 13:00:00,46,19,27,sleet,33.0,0.0358,
2018-03-07 14:00:00,112,44,68,sleet,34.0,0.0462,
2018-03-07 15:00:00,41,28,13,rain,34.0,0.037,
2018-03-07 16:00:00,46,29,17,sleet,33.0,0.0704,
2018-03-07 17:00:00,46,30,16,snow,32.0,0.0805,
2018-03-07 18:00:00,18,10,8,snow,33.0,0.0654,
2018-03-07 19:00:00,10,6,4,snow,33.0,0.0461,
2018-03-07 20:00:00,3,2,1,sleet,33.0,0.0593,
2018-03-07 21:00:00,8,7,1,sleet,33.0,0.2284,
2018-03-07 22:00:00,2,0,2,partly-cloudy-night,34.0,0.0189,
2018-03-07 23:00:00,6,1,5,partly-cloudy-night,34.0,0.0126,
2018-03-08 00:00:00,1,0,1,partly-cloudy-night,34.0,0.0037,
2018-03-08 01:00:00,6,4,2,partly-cloudy-night,34.0,0.0034,
2018-03-08 02:00:00,2,0,2,partly-cloudy-night,34.0,0.0027,
2018-03-08 03:00:00,0,0,0,partly-cloudy-night,34.0,0.005,
2018-03-08 04:00:00,0,0,0,clear-night,33.0,0.0021,
2018-03-08 05:00:00,4,2,2,clear-night,32.0,0.0014,
2018-03-08 06:00:00,37,22,15,clear-night,33.0,0.0018,
2018-03-08 07:00:00,62,24,38,partly-cloudy-day,33.0,0.0006,
2018-03-08 08:00:00,168,63,105,clear-day,35.0,0.0017,
2018-03-08 09:00:00,385,213,172,clear-day,37.0,0.0054,
2018-03-08 10:00:00,799,430,369,partly-cloudy-day,37.0,0.007,
